fecha_hora,sujeto,tipo_registro,tiempo_s,reposo_prom,reposo_min,reposo_max,contraccion_prom,contraccion_min,contraccion_max,umbral_emg,energia_silencio_prom,energia_silencio_min,energia_silencio_max,energia_comando_prom,energia_comando_min,energia_comando_max,umbral_voz,emg_actual,emg_promedio_2s,emg_activo,intensidad_emg,energia_voz,energia_promedio_2s,zcr,zcr_promedio_2s,voz_activa,estado
2026-06-18 06:48:46,Sujeto_01,CALIBRACION,0,1922.86,1917.57,1928.50,2116.38,1893.75,2559.02,2019.62,0.000000,0.000000,0.000000,0.000007,0.000000,0.000023,0.000003,,,,,,,,,,UMBRALES CALCULADOS
2026-06-18 06:48:57,Sujeto_01,PRUEBA,1.09,,,,,,,2019.62,,,,,,,0.000003,1863.38,1863.38,NO,INACTIVO,0.000000,0.000000,0.1813,0.1813,NO,REPOSO
2026-06-18 06:48:58,Sujeto_01,PRUEBA,1.83,,,,,,,2019.62,,,,,,,0.000003,1869.38,1866.38,NO,INACTIVO,0.000000,0.000000,0.1807,0.1810,NO,REPOSO
2026-06-18 06:48:59,Sujeto_01,PRUEBA,2.59,,,,,,,2019.62,,,,,,,0.000003,1866.40,1866.39,NO,INACTIVO,0.000000,0.000000,0.1811,0.1810,NO,REPOSO
2026-06-18 06:49:00,Sujeto_01,PRUEBA,3.33,,,,,,,2019.62,,,,,,,0.000003,1871.43,1867.65,NO,INACTIVO,0.000000,0.000000,0.1336,0.1692,NO,REPOSO
2026-06-18 06:49:00,Sujeto_01,PRUEBA,4.03,,,,,,,2019.62,,,,,,,0.000003,1870.57,1868.23,NO,INACTIVO,0.000000,0.000000,0.1918,0.1737,NO,REPOSO
2026-06-18 06:49:01,Sujeto_01,PRUEBA,4.77,,,,,,,2019.62,,,,,,,0.000003,1869.20,1868.39,NO,INACTIVO,0.000000,0.000000,0.2039,0.1787,NO,REPOSO
2026-06-18 06:49:02,Sujeto_01,PRUEBA,5.50,,,,,,,2019.62,,,,,,,0.000003,1869.15,1868.50,NO,INACTIVO,0.000000,0.000000,0.1983,0.1815,NO,REPOSO
2026-06-18 06:49:03,Sujeto_01,PRUEBA,6.21,,,,,,,2019.62,,,,,,,0.000003,1865.75,1868.16,NO,INACTIVO,0.000000,0.000000,0.2331,0.1880,NO,REPOSO
2026-06-18 06:49:03,Sujeto_01,PRUEBA,6.92,,,,,,,2019.62,,,,,,,0.000003,1863.47,1867.64,NO,INACTIVO,0.000000,0.000000,0.2228,0.1918,NO,REPOSO
2026-06-18 06:49:04,Sujeto_01,PRUEBA,7.65,,,,,,,2019.62,,,,,,,0.000003,1862.93,1867.17,NO,INACTIVO,0.000000,0.000000,0.1702,0.1897,NO,REPOSO
2026-06-18 06:49:05,Sujeto_01,PRUEBA,8.38,,,,,,,2019.62,,,,,,,0.000003,1863.18,1867.15,NO,INACTIVO,0.000000,0.000000,0.2180,0.1933,NO,REPOSO
2026-06-18 06:49:05,Sujeto_01,PRUEBA,9.11,,,,,,,2019.62,,,,,,,0.000003,1860.90,1866.30,NO,INACTIVO,0.000000,0.000000,0.2276,0.1980,NO,REPOSO
2026-06-18 06:49:06,Sujeto_01,PRUEBA,9.82,,,,,,,2019.62,,,,,,,0.000003,1865.28,1866.19,NO,INACTIVO,0.000000,0.000000,0.2353,0.2034,NO,REPOSO
