fecha_hora,sujeto,tipo_registro,tiempo_s,reposo_prom,reposo_min,reposo_max,contraccion_prom,contraccion_min,contraccion_max,umbral_emg,energia_silencio_prom,energia_silencio_min,energia_silencio_max,energia_comando_prom,energia_comando_min,energia_comando_max,umbral_voz,emg_actual,emg_promedio_2s,emg_activo,intensidad_emg,energia_voz,energia_promedio_2s,zcr,zcr_promedio_2s,voz_activa,estado
2026-06-18 07:17:30,Sujeto_01,CALIBRACION,0,1364.10,1357.43,1371.00,1420.25,1280.40,1552.28,1386.56,0.000000,0.000000,0.000000,0.000002,0.000000,0.000015,0.000001,,,,,,,,,,UMBRALES CALCULADOS
2026-06-18 07:17:42,Sujeto_01,PRUEBA,1.08,,,,,,,1386.56,,,,,,,0.000001,1382.63,1382.63,NO,INACTIVO,0.000000,0.000000,0.1782,0.1782,NO,REPOSO
2026-06-18 07:17:42,Sujeto_01,PRUEBA,1.80,,,,,,,1386.56,,,,,,,0.000001,1382.85,1382.74,NO,INACTIVO,0.000000,0.000000,0.2415,0.2098,NO,REPOSO
2026-06-18 07:17:43,Sujeto_01,PRUEBA,2.51,,,,,,,1386.56,,,,,,,0.000001,1382.05,1382.51,NO,INACTIVO,0.000000,0.000000,0.2638,0.2278,NO,REPOSO
2026-06-18 07:17:44,Sujeto_01,PRUEBA,3.23,,,,,,,1386.56,,,,,,,0.000001,1389.28,1384.20,NO,DÉBIL,0.000000,0.000000,0.2504,0.2335,NO,REPOSO
2026-06-18 07:17:45,Sujeto_01,PRUEBA,3.92,,,,,,,1386.56,,,,,,,0.000001,1404.97,1388.36,SI,PROMEDIO,0.000000,0.000000,0.2404,0.2348,NO,FALTA VOZ
2026-06-18 07:17:45,Sujeto_01,PRUEBA,4.66,,,,,,,1386.56,,,,,,,0.000001,1398.82,1390.10,SI,DÉBIL,0.000000,0.000000,0.2613,0.2393,NO,FALTA VOZ
2026-06-18 07:17:46,Sujeto_01,PRUEBA,5.39,,,,,,,1386.56,,,,,,,0.000001,1404.28,1392.13,SI,PROMEDIO,0.000000,0.000000,0.2487,0.2406,NO,FALTA VOZ
2026-06-18 07:17:47,Sujeto_01,PRUEBA,6.11,,,,,,,1386.56,,,,,,,0.000001,1393.05,1392.24,SI,DÉBIL,0.000000,0.000000,0.2896,0.2467,NO,FALTA VOZ
2026-06-18 07:17:47,Sujeto_01,PRUEBA,6.84,,,,,,,1386.56,,,,,,,0.000001,1393.15,1392.34,SI,DÉBIL,0.000000,0.000000,0.2355,0.2455,NO,FALTA VOZ
