fecha_hora,sujeto,tipo_registro,tiempo_s,reposo_prom,reposo_min,reposo_max,contraccion_prom,contraccion_min,contraccion_max,umbral_emg,energia_silencio_prom,energia_silencio_min,energia_silencio_max,energia_comando_prom,energia_comando_min,energia_comando_max,umbral_voz,emg_actual,emg_promedio_2s,emg_activo,intensidad_emg,energia_voz,energia_promedio_2s,zcr,zcr_promedio_2s,voz_activa,estado
2026-06-18 07:52:41,Sujeto_01,CALIBRACION,0,1213.34,1186.30,1252.18,1275.49,1169.95,1444.22,1238.20,0.000000,0.000000,0.000000,0.000010,0.000000,0.000027,0.000005,,,,,,,,,,UMBRALES CALCULADOS
2026-06-18 07:52:53,Sujeto_01,PRUEBA,1.08,,,,,,,1238.20,,,,,,,0.000005,1368.38,1368.38,NO,FUERTE,0.000000,0.000000,0.2691,0.2691,NO,REPOSO
2026-06-18 07:52:53,Sujeto_01,PRUEBA,1.81,,,,,,,1238.20,,,,,,,0.000005,1364.38,1366.38,SI,FUERTE,0.000000,0.000000,0.1558,0.2124,NO,FALTA VOZ
2026-06-18 07:52:54,Sujeto_01,PRUEBA,2.53,,,,,,,1238.20,,,,,,,0.000005,1361.45,1364.74,SI,FUERTE,0.000000,0.000000,0.1832,0.2027,NO,FALTA VOZ
2026-06-18 07:52:55,Sujeto_01,PRUEBA,3.28,,,,,,,1238.20,,,,,,,0.000005,1346.05,1360.07,SI,FUERTE,0.000000,0.000000,0.1699,0.1945,NO,FALTA VOZ
2026-06-18 07:52:55,Sujeto_01,PRUEBA,4.01,,,,,,,1238.20,,,,,,,0.000005,1351.85,1358.42,SI,FUERTE,0.000000,0.000000,0.2986,0.2153,NO,FALTA VOZ
2026-06-18 07:52:56,Sujeto_01,PRUEBA,4.73,,,,,,,1238.20,,,,,,,0.000005,1349.60,1356.95,SI,FUERTE,0.000000,0.000000,0.4463,0.2538,NO,FALTA VOZ
2026-06-18 07:52:57,Sujeto_01,PRUEBA,5.44,,,,,,,1238.20,,,,,,,0.000005,1340.07,1354.54,SI,FUERTE,0.000000,0.000000,0.1985,0.2459,NO,FALTA VOZ
2026-06-18 07:52:58,Sujeto_01,PRUEBA,6.15,,,,,,,1238.20,,,,,,,0.000005,1347.22,1353.62,SI,FUERTE,0.000000,0.000000,0.1731,0.2368,NO,FALTA VOZ
2026-06-18 07:52:58,Sujeto_01,PRUEBA,6.87,,,,,,,1238.20,,,,,,,0.000005,1340.53,1352.17,SI,FUERTE,0.000000,0.000000,0.2021,0.2330,NO,FALTA VOZ
2026-06-18 07:52:59,Sujeto_01,PRUEBA,7.59,,,,,,,1238.20,,,,,,,0.000005,1354.43,1352.40,SI,FUERTE,0.000000,0.000000,0.2136,0.2310,NO,FALTA VOZ
2026-06-18 07:53:00,Sujeto_01,PRUEBA,8.32,,,,,,,1238.20,,,,,,,0.000005,1357.65,1351.32,SI,FUERTE,0.000000,0.000000,0.2520,0.2293,NO,FALTA VOZ
2026-06-18 07:53:01,Sujeto_01,PRUEBA,9.07,,,,,,,1238.20,,,,,,,0.000005,1358.32,1350.72,SI,FUERTE,0.000000,0.000000,0.2112,0.2349,NO,FALTA VOZ
2026-06-18 07:53:01,Sujeto_01,PRUEBA,9.83,,,,,,,1238.20,,,,,,,0.000005,1331.75,1347.75,SI,FUERTE,0.000001,0.000000,0.2054,0.2371,NO,FALTA VOZ
2026-06-18 07:53:02,Sujeto_01,PRUEBA,10.56,,,,,,,1238.20,,,,,,,0.000005,1337.70,1346.91,SI,FUERTE,0.000000,0.000000,0.2988,0.2500,NO,FALTA VOZ
2026-06-18 07:53:03,Sujeto_01,PRUEBA,11.34,,,,,,,1238.20,,,,,,,0.000005,1341.05,1345.83,SI,FUERTE,0.000000,0.000000,0.2458,0.2447,NO,FALTA VOZ
2026-06-18 07:53:04,Sujeto_01,PRUEBA,12.10,,,,,,,1238.20,,,,,,,0.000005,1339.18,1344.79,SI,FUERTE,0.000000,0.000000,0.2053,0.2206,NO,FALTA VOZ
2026-06-18 07:53:04,Sujeto_01,PRUEBA,12.86,,,,,,,1238.20,,,,,,,0.000005,1344.50,1345.23,SI,FUERTE,0.000000,0.000000,0.1660,0.2173,NO,FALTA VOZ
2026-06-18 07:53:05,Sujeto_01,PRUEBA,13.58,,,,,,,1238.20,,,,,,,0.000005,1343.13,1344.82,SI,FUERTE,0.000000,0.000000,0.2936,0.2294,NO,FALTA VOZ
2026-06-18 07:53:06,Sujeto_01,PRUEBA,14.33,,,,,,,1238.20,,,,,,,0.000005,1339.55,1344.73,SI,FUERTE,0.000000,0.000000,0.1474,0.2239,NO,FALTA VOZ
2026-06-18 07:53:07,Sujeto_01,PRUEBA,15.06,,,,,,,1238.20,,,,,,,0.000005,1336.07,1342.89,SI,FUERTE,0.000000,0.000000,0.1982,0.2224,NO,FALTA VOZ
2026-06-18 07:53:07,Sujeto_01,PRUEBA,15.77,,,,,,,1238.20,,,,,,,0.000005,1345.13,1341.64,SI,FUERTE,0.000000,0.000000,0.1877,0.2159,NO,FALTA VOZ
2026-06-18 07:53:08,Sujeto_01,PRUEBA,16.52,,,,,,,1238.20,,,,,,,0.000005,1339.75,1339.78,SI,FUERTE,0.000126,0.000013,0.1510,0.2099,SI,ACTIVADO
2026-06-18 07:53:09,Sujeto_01,PRUEBA,17.26,,,,,,,1238.20,,,,,,,0.000005,1359.60,1342.57,SI,FUERTE,0.000000,0.000013,0.2333,0.2127,NO,FALTA VOZ
2026-06-18 07:53:09,Sujeto_01,PRUEBA,18.01,,,,,,,1238.20,,,,,,,0.000005,1326.82,1341.48,SI,FUERTE,0.000000,0.000013,0.1597,0.1988,NO,FALTA VOZ
